"","X","logFC","logCPM","PValue","FDR","gene.name"
"1","KH2013:KH.C2.994",2.2008005935115,8.99385475124697,1.24463040263541e-18,1.89582102929425e-14,"KH2013:KH.C2.994_RNF149"
"2","KH2013:KH.C4.351",-2.11489100914663,6.49696685633932,1.24278025268372e-12,9.46501440443924e-09,"KH2013:KH.C4.351_Mech3"
"3","KH2013:KH.C6.38",1.61571261712929,6.86337567846415,4.43101007856147e-10,2.04922688371753e-06,"NOTCH1/4"
"4","KH2013:KH.L24.10",1.71950708971964,9.67325458918012,5.38137311900611e-10,2.04922688371753e-06,"EBF1/2/3/4"
"5","KH2013:KH.S346.6",2.25709753582558,7.76885585726183,1.30952820459845e-09,3.98934672248873e-06,"KH2013:KH.S346.6_CTGF"
"6","KH2013:KH.S404.12",-4.24915151458031,4.25462095981375,3.3820123530033e-09,8.58580202682438e-06,"KH2013:KH.S404.12_HSP-16.1/11/2/41/48/49"
"7","KH2013:KH.C5.654",1.90051366721298,5.98908018414215,4.37082825671606e-09,9.51092228661415e-06,"SI:CH211-151O1.2"
"8","KH2013:KH.C9.484",2.01869032426054,6.2843480225134,9.7126935060304e-09,1.84929684354819e-05,"Gonadoliberin"
"9","KH2013:KH.C2.1144",-3.93038697702637,3.32946918578603,8.48475360878958e-08,0.00013779391188554,"KH2013:KH.C2.1144_THBS1"
"10","KH2013:KH.S1042.1",-2.01937247950517,8.02078634988438,9.40504697426013e-08,0.00013779391188554,"KH2013:KH.S1042.1"
"11","KH2013:KH.C12.280",-1.76301362596202,8.9241796668157,9.95097840559968e-08,0.00013779391188554,"KH2013:KH.C12.280"
"12","KH2013:KH.C4.439",-1.48998061046415,6.64849383708117,1.14164367370751e-07,0.000144912636982606,"KH2013:KH.C4.439_Mech3"
"13","KH2013:KH.L57.6",-1.49005133978752,7.20473698131538,1.59452034544999e-07,0.000171931705087063,"KH2013:KH.L57.6"
"14","KH2013:KH.C1.849",-1.22191687778742,9.26568029377321,1.68625166480494e-07,0.000171931705087063,"KH2013:KH.C1.849"
"15","KH2013:KH.C2.610",-9.24739814146169,1.08050424794095,1.69312997394035e-07,0.000171931705087063,"KH2013:KH.C2.610_IRC24"
"16","KH2013:KH.L141.43",1.85382664980474,5.16648223587194,2.04697533773827e-07,0.000181730311459181,"SLC35G2/6"
"17","KH2013:KH.S555.1",1.27816004836595,9.13210879102834,2.14259359681809e-07,0.000181730311459181,"KH2013:KH.S555.1_HTR7"
"18","KH2013:KH.L73.5",-2.20708715729861,4.88661286422933,2.14754832344095e-07,0.000181730311459181,"KH2013:KH.L73.5_Ci-META5"
"19","KH2013:KH.S256.15",-2.01649987519853,5.51956019777195,3.04056774459519e-07,0.000231631695255743,"KH2013:KH.S256.15_K02B12.6/9"
"20","KH2013:KH.C2.20",4.82465009890731,5.13517027234176,3.08077446690213e-07,0.000231631695255743,"KH2013:KH.C2.20"
"21","KH2013:KH.C5.127",1.41342913264706,6.1664468775223,3.19345168091558e-07,0.000231631695255743,"KH2013:KH.C5.127_FMO1"
"22","KH2013:KH.L18.59",-1.98973382348566,6.4624760047665,7.39891366812515e-07,0.000512273877240374,"KH2013:KH.L18.59"
"23","KH2013:KH.S404.8",-4.41875059731605,3.80743139615628,7.88263305022944e-07,0.000517768406351096,"KH2013:KH.S404.8_HSP-16.1/11/2/41/48/49"
"24","KH2013:KH.C1.152",-1.52260461174073,8.96136151576892,8.16962811223144e-07,0.000517768406351096,"KH2013:KH.C1.152_WBSCR27"
"25","KH2013:KH.S902.2",-1.23143058688623,6.46845253668268,8.49803713155029e-07,0.000517768406351096,"KH2013:KH.S902.2"
"26","KH2013:KH.C9.229",1.22546638150662,7.78466089948114,9.6916489294582e-07,0.000556351822550394,"NCKAP5"
"27","KH2013:KH.C3.851",7.1165094413638,0.891272522529358,9.86180357724569e-07,0.000556351822550394,"KH2013:KH.C3.851"
"28","KH2013:KH.S2353.1",-1.5364259743985,7.7524413126208,1.51378063643886e-06,0.000823496666222738,"KH2013:KH.S2353.1"
"29","KH2013:KH.L153.64",-1.34023211236228,6.65184507806829,1.60943395372351e-06,0.000841989550674898,"KH2013:KH.L153.64"
"30","KH2013:KH.C5.16",1.15827454994767,9.3638367505542,1.6583302599952e-06,0.000841989550674898,"CD109"
"31","KH2013:KH.C3.501",-1.16945243663833,6.38835535478734,1.94781026338709e-06,0.000957065997803619,"KH2013:KH.C3.501"
"32","KH2013:KH.C1.665",-1.44121426565045,5.9145267015977,2.09505823796628e-06,0.000997247721271948,"CABZ01089974.1"
"33","KH2013:KH.C10.464",1.10816859812001,6.97037588695746,2.68522374149016e-06,0.00119219131245512,"HRH1"
"34","KH2013:KH.C10.417",4.1804231793283,4.33787170094311,2.6916944270119e-06,0.00119219131245512,"KH2013:KH.C10.417_TFF1"
"35","KH2013:KH.C5.120",-1.61633766278411,6.19636988167074,2.75355140460141e-06,0.00119219131245512,"KH2013:KH.C5.120"
"36","KH2013:KH.C10.516",-1.3390308949449,8.31174743007264,2.89251793536502e-06,0.00119219131245512,"KH2013:KH.C10.516"
"37","KH2013:KH.C14.235",-1.09929569776932,7.07085376762442,2.89594790971898e-06,0.00119219131245512,"Ci-znf054"
"38","KH2013:KH.C10.70",-1.87419472787333,5.3696710246064,3.83174884798961e-06,0.00153592627506784,"MTHFR"
"39","KH2013:KH.L12.5",3.73354239420611,7.14703050514866,4.07283647954701e-06,0.00159070372452462,"KH2013:KH.L12.5_SRPX/2"
"40","KH2013:KH.L132.11",-1.33330613131107,8.90638070130587,4.36142343729237e-06,0.00164625334624329,"KH2013:KH.L132.11"
"41","KH2013:KH.C9.752",-1.43435747304706,7.00854395325545,4.44460142311839e-06,0.00164625334624329,"KH2013:KH.C9.752_JMJD5"
"42","KH2013:KH.C11.679",5.67578140085327,1.40043658323066,4.53930150618553e-06,0.00164625334624329,"KH2013:KH.C11.679"
"43","KH2013:KH.C8.469",6.30098734099998,1.38818032417855,6.47958732964053e-06,0.00229528079546708,"KH2013:KH.C8.469"
"44","KH2013:KH.S1404.2",-5.7781742958694,1.14263365173194,7.00161446481403e-06,0.00237385309322588,"KH2013:KH.S1404.2_IRF4"
"45","KH2013:KH.C2.411",3.59721264521165,4.06612706644511,7.05905685864958e-06,0.00237385309322588,"KH2013:KH.C2.411_CUTL-29"
"46","KH2013:KH.C5.553",1.16402227687243,6.41343660246182,7.16893659981556e-06,0.00237385309322588,"KH2013:KH.C5.553_FMO1"
"47","KH2013:KH.C14.307",1.47906211058872,5.64457520606451,9.07320215722131e-06,0.00294048968635734,"MYF5"
"48","KH2013:KH.C1.312",-1.34710558737605,10.0492599916501,1.00388680899317e-05,0.00315196519181323,"KH2013:KH.C1.312_FOXRED2"
"49","KH2013:KH.C8.782",1.20048502236319,8.79136597370879,1.01395939074874e-05,0.00315196519181323,"KH2013:KH.C8.782_LPHN1/2/3"
"50","KH2013:KH.C3.699",-1.16060082034774,6.53958060501239,1.05338519431201e-05,0.00320903265595211,"ABCG1/4"
"51","KH2013:KH.S618.6",2.44736928578039,4.11437750932335,1.07988389644105e-05,0.00322525323737061,"GALA_CHICK"
"52","KH2013:KH.C10.145",-1.26501537825084,7.80707992185172,1.11111724090334e-05,0.00325471881027685,"KH2013:KH.C10.145"
"53","KH2013:KH.C1.324",-1.29286178768851,6.97687940075294,1.15433046709487e-05,0.00331750220279038,"KH2013:KH.C1.324_CDIPT"
"54","KH2013:KH.C7.695",-1.1714522635935,7.23267407093368,1.18857861212488e-05,0.00335267211479374,"KH2013:KH.C7.695_CYP24A1"
"55","KH2013:KH.C8.454",-2.75686050898321,3.71417621474329,1.25415167836741e-05,0.00347331606634407,"KH2013:KH.C8.454_NAS-30/33/36/37/38"
"56","KH2013:KH.C4.577",-1.14907533223651,11.9250697652728,1.3426336819731e-05,0.00363726167233704,"TXNDC16"
"57","KH2013:KH.C1.330",-0.993044188456942,10.0392906218719,1.36110763736352e-05,0.00363726167233704,"SI:DKEY-79F11.5"
"58","KH2013:KH.C5.581",1.43563029144961,5.53872636982884,1.39888539373352e-05,0.00367376246850845,"TIMP1/2/3/4"
"59","KH2013:KH.C9.854",-1.25362034633147,5.62689175236137,1.49918738910076e-05,0.0038704444594547,"MYOF"
"60","KH2013:KH.S605.3",6.42289446883588,4.12949784128768,1.89984316803725e-05,0.00476904052300692,"CRYBA1/2/4"
"61","KH2013:KH.C4.602",-1.04034292004889,6.84167641813834,1.90987048255923e-05,0.00476904052300692,"KH2013:KH.C4.602_RXFP1"
"62","KH2013:KH.C5.228",-1.12040281483469,8.40280002193578,2.06771272815957e-05,0.00507990327021397,"KH2013:KH.C5.228_JMJD5"
"63","KH2013:KH.L18.10",1.26288232343352,7.90010440969784,2.21023521627403e-05,0.00534385758956921,"KH2013:KH.L18.10_THSD7A"
"64","KH2013:KH.S1182.1",-1.26566685068199,6.77045758989011,2.44263405003657e-05,0.00581346903908704,"KH2013:KH.S1182.1_TMED6"
"65","KH2013:KH.C1.706",2.9126505707808,4.54612192290331,2.60711206560568e-05,0.00610946630512396,"KH2013:KH.C1.706_ZP4"
"66","KH2013:KH.L134.7",4.51162861188257,2.11163675830942,2.69704433016176e-05,0.00622445139954909,"KH2013:KH.L134.7"
"67","KH2013:KH.L14.1",-1.09245092994309,7.2875595143703,2.83033505524616e-05,0.00643457665097156,"MYLIP"
"68","KH2013:KH.C11.192",-1.25447842925567,5.99388361139619,3.5463939974141e-05,0.00785347845525618,"C5ORF48"
"69","KH2013:KH.C8.85",-1.37851392053238,6.05633118154454,3.65548762438432e-05,0.00785347845525618,"BAG3/4"
"70","KH2013:KH.C3.305",3.13036538321549,3.37222685633515,3.71053512875496e-05,0.00785347845525618,"KH2013:KH.C3.305"
"71","KH2013:KH.C9.608",-1.09668307138635,6.27155128644291,3.73401017468033e-05,0.00785347845525618,"KH2013:KH.C9.608_PDE9A"
"72","KH2013:KH.C9.541",1.03697616728646,7.42870290030884,3.74554400946769e-05,0.00785347845525618,"RGS17/18/19/20"
"73","KH2013:KH.C1.25",4.5692972326595,3.32798264809596,3.7688831145585e-05,0.00785347845525618,"KH2013:KH.C1.25"
"74","KH2013:KH.C6.167",-1.51620987429912,5.74230816748057,3.81537162348318e-05,0.00785347845525618,"LRP2/8"
"75","KH2013:KH.C12.331",7.121127883296,1.63878102470308,3.87773144866894e-05,0.0078754140568167,"KH2013:KH.C12.331_GLIPR2"
"76","KH2013:KH.L71.30",-1.11446099216141,7.19762958886658,3.94244467310542e-05,0.00790148911325549,"P4HA1"
"77","KH2013:KH.C1.30",-1.06316174625757,9.54969495192477,4.28016280983683e-05,0.00846694024927721,"KH2013:KH.C1.30_CG14331"
"78","KH2013:KH.C2.825",1.01747302908243,7.7410166466932,4.60148498755063e-05,0.00898587427312451,"SPRY1/2/3/4"
"79","KH2013:KH.C8.304",-1.9070524085355,5.21864326569883,5.03611980693466e-05,0.00959959128367257,"KH2013:KH.C8.304_CRG1"
"80","KH2013:KH.C1.222",-1.15393019607656,9.51966147647961,5.14486545515151e-05,0.00959959128367257,"AKR1C2/21"
"81","KH2013:KH.C3.912",-6.198277807017,0.701429465154075,5.14548209348526e-05,0.00959959128367257,"KH2013:KH.C3.912_MS4A12"
"82","KH2013:KH.C4.129",3.33558197266957,3.62795412671184,5.16784719840566e-05,0.00959959128367257,"TSPAN1/11/18"
"83","KH2013:KH.C11.667",-1.07298041159615,7.16390406593491,5.81592667177813e-05,0.0106732765137981,"KH2013:KH.C11.667"
"84","KH2013:KH.S1524.1",3.40826484101694,4.96945386152521,5.89948442547807e-05,0.0106977317582002,"F1NG90_CHICK"
"85","KH2013:KH.C5.577",-3.0409872281083,2.6045612237114,6.16280610151846e-05,0.0109320188982702,"KH2013:KH.C5.577"
"86","KH2013:KH.C2.426",6.70884429635225,0.51750342779877,6.17222705653386e-05,0.0109320188982702,"NLRC3"
"87","KH2013:KH.C11.631",3.81931605674029,3.85446624527252,6.32673613069892e-05,0.0110768787060697,"AKAP6"
"88","KH2013:KH.L46.6",-4.03557118277231,4.62587037623589,6.50101176538574e-05,0.0112526603648131,"HSPA1A"
"89","KH2013:KH.C3.718",2.77677659145092,5.20056857061279,6.83655121103066e-05,0.0116466471461941,"SI:DKEY-238O13.4"
"90","KH2013:KH.C9.319",0.992482945567161,7.20910022716751,6.88155359215776e-05,0.0116466471461941,"KH2013:KH.C9.319_PKD2"
"91","KH2013:KH.C11.360",6.37775348511637,3.69113676977403,7.18357093756724e-05,0.0120241925847279,"KH2013:KH.C11.360"
"92","KH2013:KH.S1051.1",2.40992951759535,4.01585649226676,7.50941027730542e-05,0.0124329714504257,"Ci-gnrh-1;"
"93","KH2013:KH.C5.62",1.32677605417508,6.00638622362495,8.00297404185178e-05,0.0129557934172374,"KH2013:KH.C5.62_ODF3L2"
"94","KH2013:KH.S2590.2",-1.43996222142845,6.63874084461853,8.01458285181756e-05,0.0129557934172374,"KH2013:KH.S2590.2"
"95","KH2013:KH.C14.440",-1.37950601683047,4.88179037246031,8.08035960239993e-05,0.0129557934172374,"TNIP1"
"96","KH2013:KH.C9.32",0.954617426437423,7.61514287088527,9.81731062762904e-05,0.0155767995291714,"KH2013:KH.C9.32_BX119910.1/10/11/12/13/14/16/2/3/4/5/6/7/8/9"
"97","KH2013:KH.C3.251",3.59710421014359,4.59739994040713,0.00010282827661131,0.0161472196839534,"KH2013:KH.C3.251_MDGA1"
"98","KH2013:KH.C13.134",-1.13143689557537,7.27340996984993,0.000104739615850954,0.0162795288636911,"KH2013:KH.C13.134_THBS1"
"99","KH2013:KH.S1577.1",-1.17196874960169,6.55248988186916,0.000106429545597452,0.0163750993791958,"KH2013:KH.S1577.1_BX005052.1"
"100","KH2013:KH.C1.943",1.35644879271226,5.13687643908581,0.000112435650003819,0.0171261982085817,"MUC22"
"101","KH2013:KH.C3.706",-1.15010817132795,5.89436420361508,0.000113918493020916,0.0171802622345999,"KH2013:KH.C3.706_BAI3"
"102","KH2013:KH.C9.547",1.40209843384068,5.58493764421331,0.000118901488424408,0.0177559556047117,"KH2013:KH.C9.547_SLC2A8"
"103","KH2013:KH.C11.137",-6.20343131518142,-0.00902555044895016,0.000121519268929587,0.0179706942168492,"KH2013:KH.C11.137_MTNR1B"
"104","KH2013:KH.L18.134",1.15041311570108,6.01135197686216,0.000124509182311971,0.0182358063939995,"ADPRHL1"
"105","KH2013:KH.L25.4",1.51699732381805,4.66513221496801,0.000126525320165251,0.0183546064453057,"KH2013:KH.L25.4"
"106","KH2013:KH.C1.1079",-1.36547628896459,7.46614097421237,0.000128386426497519,0.0184488872491529,"DUSP1/2/4/5"
"107","KH2013:KH.C3.810",-2.21141149116668,3.47231146870642,0.000131309052514272,0.0184585914440336,"KH2013:KH.C3.810_HTR3A"
"108","KH2013:KH.S1012.1",1.23494665003829,6.04695746378587,0.000131618168550742,0.0184585914440336,"SOD1"
"109","KH2013:KH.C1.381",-1.43027259349826,5.37275686678406,0.000132089447702184,0.0184585914440336,"KH2013:KH.C1.381_WBSCR27"
"110","KH2013:KH.C3.553",3.04002883135482,4.14406892244475,0.000133425433797295,0.0184757837054582,"SIX1/2"
"111","KH2013:KH.C14.521",-1.08338733848416,9.23012578777307,0.000139386099095897,0.0191272888417001,"KH2013:KH.C14.521_JMJD5/7"
"112","KH2013:KH.C8.465",-5.13236620175695,0.540086912378774,0.000148562514976205,0.0202045020367639,"KH2013:KH.C8.465_SLC2A9"
"113","KH2013:KH.L153.5",-1.14190502864283,6.10920487717405,0.000159597804542841,0.0215132191043942,"KH2013:KH.L153.5"
"114","KH2013:KH.C2.491",4.29887236301497,2.27273526978205,0.000164255121510954,0.0219467895689023,"KH2013:KH.C2.491"
"115","KH2013:KH.C3.567",1.83071254232149,3.84323194124455,0.000198561929274441,0.0262999591887677,"KH2013:KH.C3.567_IGSF9"
"116","KH2013:KH.C4.618",-1.20662870789938,7.31876833064487,0.000201885215751646,0.0263499090796163,"KH2013:KH.C4.618"
"117","KH2013:KH.C12.453",-0.968524299059134,6.02962382676326,0.000202398855194007,0.0263499090796163,"KH2013:KH.C12.453_TMEM150A"
"118","KH2013:KH.C1.129",0.991389151982247,6.85189431541564,0.000209271784753191,0.0270137951301746,"RHOF"
"119","KH2013:KH.S215.18",-1.07261260456266,6.0371439380397,0.000220911785810347,0.0281088481116626,"PTR2"
"120","KH2013:KH.C14.56",7.00373967037887,1.47310241500785,0.000221445757182216,0.0281088481116626,"KH2013:KH.C14.56_HMCN1"
"121","KH2013:KH.C1.1098",7.12257404964354,-0.819778268863888,0.000239190075976681,0.030110274688238,"HOXA2B"
"122","KH2013:KH.C5.426",-5.67081987808345,-0.489038391613967,0.000244238882898762,0.0303145174615129,"KH2013:KH.C5.426"
"123","KH2013:KH.S1265.1",-1.37398515478434,7.85536994281928,0.000244792912799769,0.0303145174615129,"KH2013:KH.S1265.1_NYNRIN"
"124","KH2013:KH.L139.18",-1.11331424863389,7.39319027622633,0.00025707378781476,0.0315786123870518,"ACN-1"
"125","KH2013:KH.S936.3",-1.05450220821118,7.36486299571266,0.000260738856427553,0.0317725940888359,"KH2013:KH.S936.3_JMJD5"
"126","KH2013:KH.C7.138",1.18137742761343,6.46569513054927,0.000265075583992892,0.0320446928204741,"SLC5A1/2/4/9"
"127","KH2013:KH.C9.423",7.28516572401027,4.70990670703658,0.00027510002762184,0.0329946741790225,"KH2013:KH.C9.423"
"128","KH2013:KH.L13.36",-0.937747844365076,6.04107979950438,0.000283862951428189,0.0337393132135361,"KH2013:KH.L13.36"
"129","KH2013:KH.S765.1",-1.3975048614009,6.00324462030661,0.000287534944987306,0.0337393132135361,"F1P5T0_CHICK"
"130","KH2013:KH.C2.1138",-8.58148605976167,0.448460406732337,0.000287953697331913,0.0337393132135361,"KH2013:KH.C2.1138_GJA10"
"131","KH2013:KH.C2.64",0.957219311172618,9.22935686175149,0.000290478903405229,0.0337753790585378,"KH2013:KH.C2.64_SLC6A6"
"132","KH2013:KH.C11.389",-0.969120412803422,7.03984079382776,0.000294473295117223,0.0339804335698905,"NPHS1"
"133","KH2013:KH.L19.6",2.36129505073858,4.04863341982212,0.000296923422225309,0.034005545619067,"RP11-231C14.2/4"
"134","KH2013:KH.C6.103",0.981909751906726,5.85596733941062,0.000299907213319186,0.0340909453229689,"KH2013:KH.C6.103_OSBPL9"
"135","KH2013:KH.L155.18",-1.08972813127397,8.26303537217234,0.000307213443294498,0.0346627790241615,"LRRC4C"
"136","KH2013:KH.C1.45",-4.57844707482961,0.545441667197061,0.000314380115510744,0.0350654061666218,"KH2013:KH.C1.45_C6"
"137","KH2013:KH.C12.27",-0.982334600412562,9.16873034737853,0.000317440925296509,0.0350654061666218,"KH2013:KH.C12.27_PHEX"
"138","KH2013:KH.C4.150",3.39901499879021,3.17349855469926,0.000319528571159795,0.0350654061666218,"KH2013:KH.C4.150_NRP1"
"139","KH2013:KH.C8.904",1.55942765915789,4.84714942128981,0.000319990247975343,0.0350654061666218,"DKK3"
"140","KH2013:KH.C7.230",1.15857925313034,6.9275040948125,0.000323035151759975,0.0351462245114853,"KH2013:KH.C7.230"
"141","KH2013:KH.C2.1012",-1.37499293828462,4.76283588861843,0.000330538206324382,0.03555836127431,"ZGC:172282"
"142","KH2013:KH.C9.326",-0.976089700592915,9.08970078958218,0.000332872280389049,0.03555836127431,"KH2013:KH.C9.326_JMJD5"
"143","KH2013:KH.C1.1028",-5.41690987123475,0.467178063180473,0.000333826527194481,0.03555836127431,"KH2013:KH.C1.1028"
"144","KH2013:KH.L154.26",1.01720836441616,8.00060726912376,0.000353641169849832,0.0369486541658743,"KH2013:KH.L154.26_CSMD2"
"145","KH2013:KH.C7.274",1.94636378640756,3.89414101915135,0.000356053898189652,0.0369486541658743,"KH2013:KH.C7.274"
"146","KH2013:KH.C8.788",-1.159132857728,6.00518312433285,0.000356381618680768,0.0369486541658743,"KH2013:KH.C8.788_SLC6A1"
"147","KH2013:KH.C8.4",-0.941178842739958,8.44574980687412,0.00035658168082875,0.0369486541658743,"KH2013:KH.C8.4_AASDH"
"148","KH2013:KH.C1.599",2.76255255200895,3.93490306528161,0.000366714831438372,0.0374946625310376,"MASP2"
"149","KH2013:KH.C9.374",-1.32619452694922,5.11845856867456,0.000366774206744,0.0374946625310376,"KH2013:KH.C9.374_GPR144"
"150","KH2013:KH.C10.119",-4.9867135853545,0.415689724691419,0.00037202698367835,0.0375659938833732,"KH2013:KH.C10.119"
"151","KH2013:KH.L40.2",-1.13812411544948,6.57536808687121,0.000372404482431024,0.0375659938833732,"KH2013:KH.L40.2_FUT8"
"152","KH2013:KH.C1.266",-1.07145533995498,9.36776757428125,0.000378610031928252,0.0377163952171364,"KH2013:KH.C1.266_FOXRED2"
"153","KH2013:KH.C5.202",-0.869630930845691,6.50285135155547,0.000378847719814986,0.0377163952171364,"TWIST1"
"154","KH2013:KH.C2.785",-0.889662178116132,6.30981597486753,0.000384121147376412,0.0379930734859579,"VASN"
"155","KH2013:KH.C4.615",3.3316396878214,5.31570716067459,0.000391252215375544,0.0384487338361309,"KH2013:KH.C4.615_COL6A3"
"156","KH2013:KH.S1147.2",-7.63042582199903,-0.40112897349883,0.00039479537623501,0.038548225453921,"KH2013:KH.S1147.2"
"157","KH2013:KH.C4.452",-1.22009664477355,6.12883220270809,0.000413948705490111,0.0401365592039795,"ADAMTS20"
"158","KH2013:KH.C5.52",1.21215042600258,6.85926295975842,0.000416332481238758,0.0401365592039795,"FAM26E"
"159","KH2013:KH.L10.31",2.14804979788033,7.11360534906311,0.000436733128731059,0.0417147851383498,"KH2013:KH.L10.31_COL12A1"
"160","KH2013:KH.C10.213",8.63887807467752,0.513036855124349,0.000438180516159137,0.0417147851383498,"KH2013:KH.C10.213"
"161","KH2013:KH.S943.3",3.50439944467438,2.089746966141,0.000446163394599956,0.0420883388847257,"CG4998"
"162","KH2013:KH.L18.127",-2.3456925045592,3.00111098359601,0.000447895341312275,0.0420883388847257,"KH2013:KH.L18.127"
"163","KH2013:KH.C12.675",-1.47245812683444,4.55614063876383,0.000450753975113041,0.0420883388847257,"MAF"
"164","KH2013:KH.L152.2",0.855379191399528,6.9986366428423,0.000453157010050881,0.0420883388847257,"ISL1/2"
"165","KH2013:KH.C11.512",3.39904848910153,4.92455533535914,0.000467876869264822,0.0431921240766167,"KH2013:KH.C11.512_CABZ01035080.1"
"166","KH2013:KH.S1090.3",-2.16450428926599,4.44042454662927,0.000476085695493109,0.0434661960002554,"KH2013:KH.S1090.3_MS4A1/15/18/2/3"
"167","KH2013:KH.S1075.1",-0.794102552296708,7.20081844352934,0.000478934883670816,0.0434661960002554,"YKR070W"
"168","KH2013:KH.L170.64",1.68523407941597,4.18587409548197,0.000479406573532229,0.0434661960002554,"KH2013:KH.L170.64"
"169","KH2013:KH.L153.65",-1.03035294385592,6.96669101192657,0.000489897972957682,0.0441545912668131,"KH2013:KH.L153.65"
"170","KH2013:KH.C13.78",-1.01362683747972,6.52843474324834,0.000498645723598117,0.0446786568343913,"KH2013:KH.C13.78_THBS1"
"171","KH2013:KH.L10.17",-1.00751862227714,9.09484185502221,0.000505603341696444,0.0450371350919312,"NHLRC2"
"172","KH2013:KH.C11.489",2.57326928286815,4.3433575475585,0.00052157586335792,0.0461897880852782,"KH2013:KH.C11.489_BAI3"
"173","KH2013:KH.C9.92",-1.15866171510984,5.76191146000808,0.000527374068757352,0.0464333052908208,"KH2013:KH.C9.92_ADAP1"
"174","KH2013:KH.C3.264",0.867360128468466,6.14795739880194,0.000535947682692941,0.0469169833493039,"KH2013:KH.C3.264_GPA33"
"175","KH2013:KH.C1.1146",-1.88228535921668,3.72693717009073,0.000546025315451548,0.0472880692632972,"KH2013:KH.C1.1146_QDR1/2/3"
"176","KH2013:KH.C11.734",2.10865959180748,5.743043974776,0.000550152282697999,0.0472880692632972,"KH2013:KH.C11.734_STAB1/2"
"177","KH2013:KH.C1.21",0.936417993549886,9.23762325995709,0.000554110628217193,0.0472880692632972,"KH2013:KH.C1.21_CG2781"
"178","KH2013:KH.S1007.2",-1.09282387001432,7.40612266052951,0.000557846043300026,0.0472880692632972,"KH2013:KH.S1007.2_Ci-Meta5"
"179","KH2013:KH.C2.187",1.16775496932781,7.12827183605775,0.000558277658123066,0.0472880692632972,"PAPSS/1/2"
"180","KH2013:KH.C3.303",1.54419666684506,4.46997034440218,0.000558813843710183,0.0472880692632972,"IGSF9B"
"181","KH2013:KH.C1.54",-1.07554027575379,5.73110373413106,0.000571175189160302,0.0477142765814468,"KH2013:KH.C1.54_CG7381"
"182","KH2013:KH.S2590.1",-1.39616780792624,8.22613488625854,0.000572809674385769,0.0477142765814468,"KH2013:KH.S2590.1"
"183","KH2013:KH.C4.539",-1.03206103532595,8.09958085666085,0.000573247939496112,0.0477142765814468,"KH2013:KH.C4.539_FLI1"
"184","KH2013:KH.C7.486",0.918739274571252,6.51006693229915,0.00058138645225206,0.0481286871777357,"SLC35B1"
"185","KH2013:KH.C10.549",1.22351714263422,6.35761960636067,0.000605703266817185,0.0497463817759194,"ITIH4/5"
"186","KH2013:KH.C12.251",-1.69397284240659,4.0448749215334,0.00061340891865219,0.0497463817759194,"KH2013:KH.C12.251_SLC2A8"
"187","KH2013:KH.C1.439",-0.922495844497856,8.81213490010099,0.000615306170265051,0.0497463817759194,"KH2013:KH.C1.439_CG14331"
"188","KH2013:KH.C9.203",1.21935299101702,5.74602925221948,0.000616371039440867,0.0497463817759194,"CTH"
"189","KH2013:KH.S1942.1",-8.22137501099763,0.119951244344161,0.000617257494462235,0.0497463817759194,"KH2013:KH.S1942.1_MSANTD3"
"190","KH2013:KH.C7.628",1.03712130978434,6.72465037188414,0.000621491813794445,0.0498240174090367,"TBX1/10"
"191","KH2013:KH.C9.190",1.31487098855266,5.18042720284666,0.000639563708165621,0.0510043686009358,"ANGPTL1/2/6"
"192","KH2013:KH.C1.817",-1.6980331439346,3.92073920131359,0.00064619147918511,0.0511369982301005,"KH2013:KH.C1.817"
"193","KH2013:KH.C8.163",-0.819744167846945,10.2244722342357,0.000647941219695995,0.0511369982301005,"MKNK1/2"
"194","KH2013:KH.C1.90",-1.42999788504791,5.13667645027398,0.000659275757823616,0.0517633419750996,"SLC25A33/36"
"195","KH2013:KH.L153.41",-1.03216490350982,9.25984458235864,0.000663895251565214,0.0518587306248274,"KH2013:KH.L153.41"
"196","KH2013:KH.L71.26",2.57633148471404,2.62820899234036,0.000677411755877676,0.0526429967015171,"GNRHR/2"
"197","KH2013:KH.L18.67",-1.00907213873281,9.13434413220122,0.000680847580764106,0.0526429967015171,"KH2013:KH.L18.67"
"198","KH2013:KH.L134.29",1.67783446433289,5.15314694852694,0.000704248084718386,0.05407973465148,"KH2013:KH.L134.29"
"199","KH2013:KH.L119.6",-5.4512066695272,-0.671325870943592,0.000709378881854258,0.05407973465148,"CCDC23"
"200","KH2013:KH.S803.3",2.29122696066402,5.58954656682978,0.000712962776894567,0.05407973465148,"FNDC7"
"201","KH2013:KH.L9.4",1.13628592677009,5.0544412226113,0.000713630952268085,0.05407973465148,"F1P3B9_CHICK"
"202","KH2013:KH.C4.428",2.68371129825357,5.86319471037758,0.000719111007950333,0.054225241946037,"T07H6.4"
"203","KH2013:KH.C2.248",2.13996068306441,6.54690695413351,0.0007245624293865,0.0543671671153456,"KLHL13/18/9"
"204","KH2013:KH.C1.1132",-8.13192752867888,0.0361411415349135,0.000737001409284321,0.055029438559896,"KH2013:KH.C1.1132"
"205","KH2013:KH.C8.775",-1.15122766309074,5.13123904517175,0.000755388854933644,0.0560035653570398,"BTB-17"
"206","KH2013:KH.C9.478",1.85610866160038,3.46305056615498,0.000757401159634335,0.0560035653570398,"SYT9"
